lokacija,broj_soba,kvadratura,sprat,novogradnja,centralno_grejanje,lift,parking,uknjizen,stanje,cena,klasa,adresa,latitude,longitude
Kalemegdan,3,77,V+,NE,DA,DA,NA,DA,1,1753.246753,1.7-2K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Djeram pijaca,3,102,I-II,DA,DA,DA,DA,DA,1,1750,1.7-2K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Djeram pijaca,3,65,I-II,DA,DA,DA,DA,DA,2,1750,1.7-2K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Djeram pijaca,3,132,III-IV,DA,DA,DA,DA,DA,2,1750,1.7-2K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Donji Dorcol,2,32,I-II,NE,NE,NE,NA,DA,1,1750,1.7-2K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Donji Dorcol,2,68,V+,NE,DA,DA,NA,DA,NA,1750,1.7-2K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Golf naselje,4,100,I-II,NE,DA,NA,NA,NA,NA,1750,1.7-2K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Golf naselje,3,80,III-IV,NA,DA,DA,NA,NA,1,1750,1.7-2K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Slavija,4,200,I-II,NE,NE,DA,NA,DA,2,1750,1.7-2K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
"Vracar, Kalenic pijaca",4,100,I-II,NE,DA,NA,NA,DA,2,1750,1.7-2K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Vukov Spomenik,2,52,I-II,DA,DA,DA,NE,DA,2,1750,1.7-2K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
Crveni krst,3,80,I-II,DA,DA,DA,NE,DA,NA,1700,1.5-1.7K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
Dušanovac,3,75,P,NA,DA,DA,DA,DA,NA,1700,1.5-1.7K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
Kalemegdan,4,100,III-IV,NE,DA,NA,NA,DA,1,1700,1.5-1.7K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Lekino Brdo,1,34,I-II,DA,DA,NA,NA,DA,1,1700,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Medakovic 3,1,40,III-IV,NA,DA,NA,NA,NA,NA,1700,1.5-1.7K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
Profesorska kolonija,1,36,III-IV,NE,DA,DA,NA,DA,NA,1700,1.5-1.7K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Profesorska kolonija,1,40,III-IV,NE,DA,NA,NA,DA,1,1700,1.5-1.7K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Slavija,4,129,I-II,DA,DA,NA,NE,DA,2,1700,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
Donji Dorcol,2,53,V+,NA,DA,DA,NA,DA,NA,1698.113208,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Profesorska kolonija,1,43,I-II,DA,DA,DA,NA,DA,1,1697.674419,1.5-1.7K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Novi Beograd, Opština",1,43,V+,NE,DA,DA,NA,DA,NA,1695.348837,1.5-1.7K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Sava Centar",1,36,P,NA,DA,DA,NE,DA,NA,1694.444444,1.5-1.7K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Crveni krst,3,98,I-II,NE,DA,DA,NE,DA,2,1693.877551,1.5-1.7K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
Profesorska kolonija,2,49,I-II,NE,NE,NA,NA,DA,1,1693.877551,1.5-1.7K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Donji Dorcol,2,62,V+,NA,NE,DA,NA,DA,NA,1693.548387,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Vukov Spomenik,2,62,I-II,NE,NE,NE,NA,DA,2,1693.548387,1.5-1.7K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
"Centar, Stari grad",3,75,V+,NE,DA,DA,DA,DA,1,1693.333333,1.5-1.7K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
Uciteljsko naselje,3,75,III-IV,NE,DA,NA,NA,DA,NA,1693.333333,1.5-1.7K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
"Konjarnik, Denkova basta",4,88,I-II,NE,DA,NA,NA,DA,1,1693.181818,1.5-1.7K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Slavija,3,73,V+,NE,DA,DA,DA,DA,1,1693.150685,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
Lekino Brdo,2,65,III-IV,DA,NE,NA,NA,NA,2,1692.307692,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Vracar, Kalenic pijaca",2,52,V+,NE,DA,DA,NA,DA,1,1692.307692,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Uciteljsko naselje,4,87,III-IV,DA,DA,DA,NA,DA,NA,1692.183908,1.5-1.7K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Lekino Brdo,3,57,I-II,DA,DA,NA,DA,NA,1,1691.22807,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Kalemegdan,3,68,III-IV,NE,DA,DA,DA,DA,2,1691.176471,1.5-1.7K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Lekino Brdo,3,78,I-II,DA,DA,DA,DA,DA,2,1689.74359,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Centar, Stari grad",1,29,III-IV,NE,NE,NE,NA,DA,1,1689.655172,1.5-1.7K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
Kalemegdan,3,83,III-IV,NA,DA,DA,NA,DA,NA,1686.746988,1.5-1.7K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
"Vracar, Hram",3,86,I-II,NE,DA,DA,DA,DA,NA,1686.046512,1.5-1.7K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
Kalemegdan,2,70,I-II,NE,DA,DA,NA,DA,NA,1685.714286,1.5-1.7K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Kalemegdan,3,70,I-II,NE,DA,DA,NA,DA,1,1685.714286,1.5-1.7K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Djeram pijaca,1,38,I-II,DA,DA,DA,DA,NA,1,1684.210526,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Kalemegdan,4,95,III-IV,NA,DA,NA,NA,DA,NA,1684.210526,1.5-1.7K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Slavija,2,41,I-II,NE,NE,NA,NA,DA,1,1682.926829,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
Golf naselje,3,107,III-IV,DA,DA,DA,DA,NA,2,1682.242991,1.5-1.7K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
"Bežanijska kosa, Blokovi",1,22,P,NA,DA,NA,NA,DA,1,1681.818182,1.5-1.7K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Vracar, Hram",1,43,I-II,NA,DA,NA,NA,DA,1,1674.418605,1.5-1.7K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
"Vracar, Kalenic pijaca",3,70,I-II,NE,DA,NA,NA,DA,1,1671.428571,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Lekino Brdo,2,38,I-II,DA,NE,DA,DA,NA,2,1671.052632,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Novi Beograd, Opština",1,41,V+,NE,DA,DA,NA,DA,NA,1670.731707,1.5-1.7K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Beli dvor,2,60,P,DA,DA,NA,DA,DA,2,1666.666667,1.5-1.7K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
Beli dvor,3,60,I-II,NA,DA,DA,DA,DA,NA,1666.666667,1.5-1.7K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
"Centar, Stari grad",2,42,V+,NA,DA,DA,NA,DA,1,1666.666667,1.5-1.7K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
"Centar, Stari grad",3,90,V+,NA,DA,DA,NA,DA,1,1666.666667,1.5-1.7K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
Cerak vinogradi,2,30,I-II,DA,DA,NA,NA,NA,NA,1666.666667,1.5-1.7K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Crveni krst,3,72,III-IV,DA,DA,DA,NE,DA,2,1666.666667,1.5-1.7K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
"Novi Beograd, Hotel Jugoslavija",3,75,V+,NE,DA,DA,NA,DA,NA,1666.666667,1.5-1.7K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Lekino Brdo,3,72,I-II,DA,DA,DA,DA,DA,1,1666.666667,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Lekino Brdo,3,78,I-II,DA,NE,NA,DA,DA,1,1666.666667,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Novi Beograd, Opština",2,42,I-II,NE,DA,DA,DA,DA,1,1666.666667,1.5-1.7K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Opština",3,72,V+,NE,DA,DA,NE,DA,NA,1666.666667,1.5-1.7K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Sava Centar",2,60,III-IV,NE,DA,DA,NE,DA,1,1666.666667,1.5-1.7K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Tašmajdan,1,30,P,NE,NE,NE,DA,DA,1,1666.666667,1.5-1.7K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Tašmajdan,3,81,I-II,NE,DA,DA,DA,DA,1,1666.666667,1.5-1.7K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
"Vracar, Kalenic pijaca",2,54,P,NE,DA,DA,DA,DA,1,1666.666667,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
"Vracar, Kalenic pijaca",1,24,I-II,DA,DA,DA,NA,NE,NA,1666.666667,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
"Vracar, Hram",1,34,I-II,NE,NE,NA,NA,DA,1,1661.764706,1.5-1.7K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
Donji Dorcol,2,65,I-II,NA,DA,DA,DA,DA,NA,1661.538462,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
"Konjarnik, Denkova basta",2,50,V+,NA,DA,NA,NA,DA,NA,1660,1.5-1.7K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Donji Dorcol,2,50,V+,NA,DA,DA,NA,DA,1,1660,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Vukov Spomenik,1,41,V+,NE,NE,NA,NA,NA,NA,1658.536585,1.5-1.7K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
"Bežanijska kosa, Blokovi",2,53,I-II,DA,DA,DA,NA,NA,2,1658.490566,1.5-1.7K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Centar, Stari grad",1,32,V+,DA,DA,DA,NA,DA,2,1656.25,1.5-1.7K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
Djeram pijaca,1,32,I-II,NA,DA,DA,NE,DA,NA,1656.25,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Djeram pijaca,1,32,I-II,NA,DA,DA,NE,DA,1,1656.25,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Slavija,3,90,V+,NE,DA,DA,DA,DA,1,1655.555556,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
Lekino Brdo,3,79,I-II,DA,DA,NA,DA,DA,2,1654.050633,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Djeram pijaca,1,52,I-II,NA,NE,NA,NE,NA,NA,1653.846154,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
"Vracar, Hram",4,205,I-II,DA,DA,NA,DA,DA,2,1653.658537,1.5-1.7K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
Profesorska kolonija,3,63,I-II,DA,DA,DA,DA,DA,1,1650.793651,1.5-1.7K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Autokomanda,4,100,III-IV,NA,DA,NA,DA,DA,2,1650,1.5-1.7K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
"Novi Beograd, Opština",4,100,I-II,NE,DA,DA,NE,DA,1,1650,1.5-1.7K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Profesorska kolonija,1,40,III-IV,NA,DA,NA,NA,DA,NA,1650,1.5-1.7K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Slavija,2,62,I-II,DA,DA,DA,NA,DA,2,1650,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
"Vracar, Hram",2,60,I-II,NE,DA,DA,DA,DA,0,1650,1.5-1.7K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
"Vracar, Kalenic pijaca",2,60,I-II,NA,DA,NA,NA,DA,1,1650,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
"Vracar, Kalenic pijaca",2,77,I-II,DA,DA,DA,NA,DA,2,1649.350649,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
"Novi Beograd, Hotel Jugoslavija",3,63,III-IV,DA,DA,NA,NA,DA,1,1649.206349,1.5-1.7K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Lekino Brdo,1,37,III-IV,DA,DA,NA,DA,DA,1,1648.648649,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Donji Dorcol,2,51,I-II,NA,NE,NA,NA,DA,NA,1647.058824,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
"Novi Beograd, Hotel Jugoslavija",1,34,V+,NE,DA,DA,NA,DA,NA,1647.058824,1.5-1.7K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Donji Dorcol,3,82,III-IV,NE,DA,DA,NA,NA,1,1646.341463,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
"Zemun, Save Kovacevica",4,82,I-II,DA,NE,NA,NA,DA,2,1646.341463,1.5-1.7K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
Vukov Spomenik,2,54,I-II,NE,NE,NA,DA,DA,2,1646.296296,1.5-1.7K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
"Novi Beograd, Hotel Jugoslavija",3,76,III-IV,NE,DA,NA,NA,DA,1,1644.736842,1.5-1.7K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Tašmajdan,3,90,III-IV,NE,DA,DA,NE,DA,0,1644.444444,1.5-1.7K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Profesorska kolonija,3,73,I-II,DA,DA,DA,DA,DA,1,1643.835616,1.5-1.7K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Vracar, Kalenic pijaca",1,38,I-II,DA,DA,DA,NA,NE,2,1642.105263,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
"Vracar, Kalenic pijaca",2,64,I-II,NE,DA,DA,NA,DA,1,1640.625,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
"Vracar, Kalenic pijaca",2,69,P,DA,DA,DA,NA,NE,2,1640.57971,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Djeram pijaca,1,25,P,NE,NE,NE,NE,DA,NA,1640,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
"Centar, Stari grad",2,44,V+,DA,DA,DA,NA,DA,1,1636.363636,1.5-1.7K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
"Konjarnik, Denkova basta",4,110,V+,DA,DA,DA,DA,NA,2,1636.363636,1.5-1.7K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Donji Dorcol,4,110,V+,NE,DA,DA,NA,DA,1,1636.363636,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Kalemegdan,1,22,P,NA,NE,NE,NA,DA,NA,1636.363636,1.5-1.7K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Lekino Brdo,2,55,I-II,DA,DA,NA,NA,DA,1,1636.363636,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Autokomanda,4,107,I-II,DA,NE,NA,DA,DA,2,1635.514019,1.5-1.7K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
Lekino Brdo,1,41,I-II,DA,DA,NE,DA,DA,1,1634.146341,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Djeram pijaca,3,70,V+,DA,DA,DA,DA,DA,2,1633.5,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Beli dvor,2,60,I-II,NA,DA,NA,NA,DA,NA,1633.333333,1.5-1.7K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
"Vracar, Kalenic pijaca",3,79,I-II,NE,DA,NA,NA,DA,1,1632.911392,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Beli dvor,1,38,I-II,NA,DA,NA,DA,DA,NA,1631.578947,1.5-1.7K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
"Vracar, Kalenic pijaca",1,38,III-IV,NE,NE,DA,NA,DA,1,1631.578947,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Vukov Spomenik,3,71,I-II,DA,DA,DA,DA,DA,2,1631.408451,1.5-1.7K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
Vukov Spomenik,3,84,P,NE,DA,DA,NA,DA,1,1630.952381,1.5-1.7K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
"Novi Beograd, Opština",3,73,V+,NE,DA,DA,NE,DA,2,1630.136986,1.5-1.7K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Djeram pijaca,4,116,V+,DA,DA,DA,NE,DA,2,1629.310345,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Crveni krst,4,62,I-II,DA,DA,NE,NE,NA,1,1629.032258,1.5-1.7K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
"Konjarnik, Denkova basta",1,25,III-IV,DA,NE,NA,NA,NA,1,1628,1.5-1.7K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Golf naselje,4,129,P,DA,DA,DA,DA,DA,2,1627.906977,1.5-1.7K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Slavija,3,86,I-II,NE,NE,DA,DA,DA,2,1627.906977,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
Donji Dorcol,3,83,III-IV,NA,DA,NA,NA,DA,NA,1626.506024,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
"Vracar, Kalenic pijaca",2,43,III-IV,DA,DA,DA,DA,DA,2,1625.581395,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Beli dvor,3,64,I-II,NA,DA,NA,DA,DA,NA,1625,1.5-1.7K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
Crveni krst,1,40,I-II,NA,NE,NA,NE,DA,NA,1625,1.5-1.7K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
Djeram pijaca,1,32,I-II,NA,DA,DA,NE,NA,NA,1625,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Slavija,2,40,V+,NE,NE,DA,NA,DA,1,1625,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
"Novi Beograd, Hotel Jugoslavija",2,40,III-IV,NE,DA,NA,NA,DA,2,1622.5,1.5-1.7K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Tašmajdan,4,90,V+,NE,DA,DA,DA,DA,1,1622.222222,1.5-1.7K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
"Novi Beograd, Fontana",1,37,V+,NA,DA,DA,NE,DA,0,1621.621622,1.5-1.7K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Konjarnik, Denkova basta",2,50,V+,NE,DA,DA,NA,DA,1,1620,1.5-1.7K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Vracar, Hram",4,92,I-II,NE,DA,NA,NA,DA,0,1619.565217,1.5-1.7K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
Slavija,2,42,P,NE,NE,DA,NA,DA,1,1619.047619,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
"Vracar, Kalenic pijaca",4,97,III-IV,DA,DA,DA,NA,NE,2,1618.556701,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
"Centar, Stari grad",3,86,III-IV,NE,DA,DA,NA,DA,1,1616.27907,1.5-1.7K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
Kalemegdan,3,65,V+,NE,NE,DA,NA,DA,1,1615.384615,1.5-1.7K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Uciteljsko naselje,1,26,I-II,NA,DA,NA,DA,DA,2,1615.384615,1.5-1.7K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
"Novi Beograd, Opština",2,62,III-IV,NE,DA,DA,DA,DA,1,1612.903226,1.5-1.7K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Slavija,3,59,P,NE,NE,NA,DA,NA,NA,1610.169492,1.5-1.7K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
"Vracar, Kalenic pijaca",3,74,V+,NE,DA,DA,NA,DA,1,1608.108108,1.5-1.7K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
"Novi Beograd, Opština",1,28,V+,NE,NE,DA,NA,DA,1,1607.142857,1.5-1.7K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Medakovic 3,3,56,P,DA,NE,NA,NA,NA,NA,1601.785714,1.5-1.7K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
"Novi Beograd, Fontana",3,85,V+,DA,DA,DA,DA,DA,2,1600.588235,1.5-1.7K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Novi Beograd, Fontana",1,30,P,NE,DA,DA,NE,DA,NA,1600,1.5-1.7K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
Beli dvor,2,60,I-II,NA,DA,NA,NA,NA,NA,1600,1.5-1.7K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
Beli dvor,4,150,III-IV,NA,DA,DA,NA,NA,2,1600,1.5-1.7K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
"Centar, Stari grad",1,30,P,NA,NE,NA,NA,DA,1,1600,1.5-1.7K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
"Konjarnik, Denkova basta",2,40,III-IV,DA,DA,DA,NA,DA,1,1600,1.5-1.7K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Djeram pijaca,2,36,P,DA,DA,DA,DA,DA,2,1600,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Djeram pijaca,2,59,I-II,DA,DA,DA,DA,DA,2,1600,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Djeram pijaca,2,36,I-II,DA,DA,DA,DA,DA,2,1600,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Djeram pijaca,3,63,I-II,DA,DA,DA,DA,DA,1,1600,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Djeram pijaca,2,62,I-II,DA,DA,NA,NE,DA,2,1600,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Golf naselje,2,45,P,NA,DA,DA,NA,DA,1,1600,1.5-1.7K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Golf naselje,1,40,P,NA,DA,NA,NA,DA,NA,1600,1.5-1.7K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Lekino Brdo,3,47,I-II,DA,NE,NA,NA,DA,2,1600,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Lekino Brdo,2,45,I-II,DA,DA,DA,DA,DA,2,1600,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Tašmajdan,1,30,III-IV,DA,DA,DA,NE,DA,NA,1600,1.5-1.7K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Uciteljsko naselje,1,37,I-II,DA,DA,NA,NA,NA,NA,1600,1.5-1.7K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
"Novi Beograd, Hotel Jugoslavija",4,92,V+,NE,DA,DA,DA,DA,1,1597.826087,1.5-1.7K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Uciteljsko naselje,1,41,I-II,DA,DA,NA,NA,NA,NA,1597.560976,1.5-1.7K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Djeram pijaca,3,62,I-II,DA,DA,NE,NE,DA,2,1596.774194,1.5-1.7K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Lekino Brdo,2,52,I-II,DA,DA,DA,NA,NA,2,1596.153846,1.5-1.7K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Vukov Spomenik,3,74,I-II,DA,DA,DA,NA,DA,2,1594.594595,1.5-1.7K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
Kumodraž 1,3,71,P,DA,DA,DA,DA,DA,NA,1594.366197,1.5-1.7K,"Kumodraž 1, Beograd, Srbija",44.7424673,20.5159309
Golf naselje,4,88,I-II,NA,DA,DA,NA,DA,NA,1590.909091,1.5-1.7K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Tašmajdan,3,66,III-IV,NE,DA,NA,NE,DA,1,1590.909091,1.5-1.7K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Donji Dorcol,3,105,I-II,NA,NE,NA,NA,DA,1,1590.47619,1.5-1.7K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
