"","X","Y"
"1",7438460.29893424,4954841.75698393
"2",7438611.97015257,4954669.6503616
"3",7438735.58223936,4954544.03412723
"4",7438604.97481937,4954335.51803919
"5",7438434.06023754,4954483.8106632
"6",7438288.40819052,4954622.97692421
"7",7438300.99971693,4954680.62981003
"8",7438460.29893424,4954841.75698393
