"","X","Y"
"1",7439031.60512716,4954125.69081753
"2",7439089.44511754,4954478.89483515
"3",7439615.16138368,4954395.71371726
"4",7439626.54667076,4954326.2783478
"5",7439488.17463959,4954232.47630801
"6",7439246.42079822,4954128.09948153
"7",7439094.74950119,4954102.87111218
"8",7439031.60512716,4954125.69081753
