"","X","Y"
"1",7438396.67128962,4955209.45338132
"2",7438533.73744063,4955167.25373281
"3",7438458.30690373,4954964.43442054
"4",7438444.60366414,4954922.79081097
"5",7438451.10337139,4954873.8429377
"6",7438279.4522869,4954679.9480238
"7",7438272.35296581,4954798.23049334
"8",7438322.12641667,4955033.2919525
"9",7438364.3677799,4955143.99001062
"10",7438396.67128962,4955209.45338132
