"","X","Y"
"1",7439967.79774287,4956501.14606285
"2",7440126.24175395,4956715.6508334
"3",7440242.51583041,4956619.46262977
"4",7440335.92798582,4956516.37849707
"5",7440210.64751111,4956393.99756937
"6",7440174.08854659,4956413.00360169
"7",7440044.65549991,4956456.87509849
"8",7439972.72296023,4956485.98993769
"9",7439967.79774287,4956501.14606285
