"","X","Y"
"1",7438878.43402885,4954508.8975931
"2",7439080.26335357,4954479.42633593
"3",7439015.94390895,4954111.17386454
"4",7438965.36953564,4954123.20897794
"5",7438894.16721952,4954164.77197079
"6",7438846.37305152,4954202.55755184
"7",7438825.72006611,4954229.41902154
"8",7438868.83827905,4954499.21182608
"9",7438878.43402885,4954508.8975931
