"","X","Y"
"1",7439095.57729788,4954490.835835
"2",7439154.73047569,4954782.69902405
"3",7439215.3348108,4954759.90442798
"4",7439390.83180616,4954827.57408749
"5",7439560.64179301,4954426.00219784
"6",7439339.72779662,4954447.63914584
"7",7439095.57729788,4954490.835835
