"","X","Y"
"1",7438876.58883351,4954847.5583074
"2",7439143.2940403,4954779.2520869
"3",7439084.14874547,4954488.27774549
"4",7438885.4957016,4954518.60748748
"5",7438798.22347965,4954535.43743921
"6",7438747.05322555,4954551.03533196
"7",7438721.29135423,4954573.50177141
"8",7438859.36641633,4954835.2786732
"9",7438876.58883351,4954847.5583074
